Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
0.0,0.45283436378755837,0.0,0.0,-0.039141414141414144,-0.040625,-0.0746987951807229,0.0,-0.3901889535110575,0.0,-0.0449521002210759,0.0,-0.168116623591361,-0.03225810252743296,-0.011156416120094556,-0.0897984483376637,0.7594087964812696,0.498451432454477,0.001635629497457549,-0.13043478260869565,0.3166340290120369,0.8014263389614229,-0.006270171558066979,0.0014715412300728792,0.9996702196337239,0.4846831153631551,0.83001559852029,0.4601450787064191,0.0018185019106697182,0.05537459283387622,0.0,0.0,0.0,0.0,0.0,0.0,-0.043207302356540744,-0.06159837102160097,0.0,-0.0449521002210759,-0.20211318053023733,-0.029494865285405757,-0.000869947077713036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24328438391930024,-0.3901889535110575,-0.168116623591361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039141414141414144,0.0,-0.040625,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.5550342378899316,-0.5,-0.8333333333333334,-0.039141414141414144,-0.040625,-0.0746987951807229,0.0,-0.3901889535110575,0.0,-0.0449521002210759,0.0,-0.168116623591361,-0.03225810252743296,-0.011156416120094556,1.3642033954624306,-0.23720061849334773,-0.5517911490008107,-1.0289051963174252,138.53623188405797,-0.6829981322037867,-0.1996641322394203,-0.016639575684272087,-0.9980259812767315,-0.0009593610655303568,-0.5256768315518197,-0.19583326829685194,-0.5949816662856208,-1.0372275095015688,-0.06840390879478828,0.0,0.0,0.0,0.0,-1.0,-1.037037037037037,2.133775153928072,1.0501297823115205,0.0,-0.0449521002210759,-0.20211318053023733,-0.029494865285405757,-0.000869947077713036,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.24328438391930024,-0.3901889535110575,-0.168116623591361,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.039141414141414144,-0.8333333333333334,-0.040625,0.0,0.9999688672343208,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.45329915438423835,0.0,0.0,-0.039141414141414144,-0.040625,-0.0746987951807229,0.0,-0.3901889535110575,0.0,-0.0449521002210759,0.0,-0.168116623591361,-0.03225810252743296,-0.011156416120094556,-0.08981477745734918,0.7598867563546999,0.4992192391522804,0.0022555351712698853,-0.15942028985507245,0.31799297048775554,0.8027872629243004,0.0015153085932646075,0.002907191210631786,1.000375749750666,0.48514682807901466,0.8304864199988589,0.4607054698649652,0.002470925716889492,-0.035830618892508145,0.0,0.0,0.0,0.0,0.0,0.0,-0.04322676588392997,-0.06161342700948654,0.0,-0.0449521002210759,-0.20211318053023733,-0.029494865285405757,-0.000869947077713036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24328438391930024,-0.3901889535110575,-0.168116623591361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039141414141414144,0.0,-0.040625,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.5561815633736926,-0.3333333333333333,-0.6666666666666666,0.0,-0.040625,0.0,0.0,-0.1558866279160399,0.2015367839410452,-0.0449521002210759,0.0,-0.168116623591361,-0.03225810252743296,0.3379723012399976,3.7794739538888398,-0.27060222808489814,-0.5366523218627909,-1.03467283221499,0.6086956521739131,-0.6784576845712583,-0.18602291789198827,-0.016639575684272087,-0.9844152218777106,0.012683552753865925,-0.5219928356385399,-0.17713090858565997,-0.5949816662856208,-1.0220892060105837,23.73941368078176,0.0,0.0,0.0,0.0,-0.8148148148148148,-0.8518518518518519,5.7323834662361834,2.905929164458737,0.0,-0.02210759027266028,-0.17213467049943657,0.00251346584996331,0.000154586184152439,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.20719914037146145,-0.1558866279160399,-0.168116623591361,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.6666666666666666,-0.040625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.018872519053889,0.16666666666666666,-0.16666666666666666,0.4861111111111111,0.20681818181818182,0.927710843373494,0.0,0.8674854651667142,1.710471948759586,0.5969049373618276,0.0,0.44627321894501215,0.8622241841075753,-0.0015625588054513444,-0.11893191858458002,5.4548211164944975,12.606904314962495,19.893790890737435,0.5507246376811594,6.63386737582614,5.311719700644138,163.1044026849024,18.941557082041413,0.007764828624136326,5.018714336333857,6.868083690053103,25.31661625354568,21.74582604103021,17.70358306188925,0.0,0.0,0.0,0.0,-0.25925925925925924,-0.07407407407407407,-0.07600753514268925,-0.08945335460032898,0.0,0.5969049373618276,0.36361031521229303,0.6157798717526307,0.4155095391043037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3559634669977129,0.8674854651667142,0.44627321894501215,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4861111111111111,-0.16666666666666666,0.20681818181818182,0.0,0.9999844336171604,0.0,0.0,27185.0,0.0,27185.0,27185.0,10000000.0,0.0,10000000.0,10000000.0
1.0,3.2836778677832417,26.0,114.66666666666667,51.7790404040404,225.00965909090908,3.1951807228915663,0.967741935483871,3.4871366281097167,3.9098776638099104,0.9550478997789241,0.9230769230769231,3.8577430688640657,1.0284151728717479,9.004071461101649,0.6755444921810857,-0.24029143954141938,-0.24360063350274375,2.0663885468238212,-0.6811594202898551,4.360456732048403,-0.1043657833409295,5.932365739144148,1.9899484561777814,-0.0007794808657434149,3.297943484508719,-0.16782290175465442,-0.18149933859848455,2.070867723662272,-0.06840390879478828,0.0,0.0,0.0,0.0,10.666666666666666,50.18518518518518,0.3615218721433049,0.9058022544250044,0.9230769230769231,0.9550478997789241,4.517616121473325,1.289161011681893,1.7379833742399027,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.306962053895851,3.4871366281097167,3.8577430688640657,0.0,0.0,0.0,0.0,0.0,0.0,26.0,51.7790404040404,114.66666666666667,225.00965909090908,0.0,-1.5566382839619557e-05,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.45354923193353897,0.0,0.0,-0.039141414141414144,-0.040625,-0.0746987951807229,0.0,-0.3901889535110575,0.0,-0.0449521002210759,0.0,-0.168116623591361,-0.03225810252743296,-0.011156416120094556,-0.0898235570402199,0.7601439196033747,0.4994333752726319,0.0031895822338384727,0.10144927536231885,0.318078777365077,0.8028731949806934,0.006174151240901157,0.0037905147403367798,1.0006175886859352,0.4853963256815695,0.830739742424828,0.46088965248825137,0.003400888539088471,0.05863192182410423,0.0,0.0,0.0,0.0,0.0,0.0,-0.04323723073832963,-0.06162152207936817,0.0,-0.0449521002210759,-0.20211318053023733,-0.029494865285405757,-0.000869947077713036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24328438391930024,-0.3901889535110575,-0.168116623591361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039141414141414144,0.0,-0.040625,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4527454473255848,0.0,0.0,-0.039141414141414144,-0.040625,-0.0746987951807229,0.0,-0.3901889535110575,0.0,-0.0449521002210759,0.0,-0.168116623591361,-0.03225810252743296,-0.011156416120094556,-0.08979532279114932,0.7593173604517098,0.4986000898617977,0.00221155537684401,0.14492753623188406,0.3163293813390662,0.8011212467876146,0.006652360978907812,0.002105619971486396,0.9989686868545549,0.48459440510446894,0.8299255283243899,0.4600537640489174,0.0024274307964748405,0.05863192182410423,0.0,0.0,0.0,0.0,0.0,0.0,-0.04320357685927435,-0.061595489162249606,0.0,-0.0449521002210759,-0.20211318053023733,-0.029494865285405757,-0.000869947077713036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24328438391930024,-0.3901889535110575,-0.168116623591361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039141414141414144,0.0,-0.040625,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.5554378984190047,-0.5,-0.8333333333333334,-0.039141414141414144,-0.040625,-0.0746987951807229,0.0,-0.3901889535110575,0.0,-0.0449521002210759,0.0,-0.168116623591361,-0.03225810252743296,-0.011156416120094556,1.4997446663894123,-0.24093649914227733,-0.5517911490008107,-1.0305785227815336,126.95652173913044,-0.6829981322037867,-0.1996641322394203,-0.016639575684272087,-0.9980259812767315,-0.0009593610655303568,-0.5256768315518197,-0.19583326829685194,-0.5949816662856208,-1.0372275095015688,-0.06840390879478828,0.0,0.0,0.0,0.0,-1.0,-1.037037037037037,2.335723521610778,1.154274391406481,0.0,-0.0449521002210759,-0.20211318053023733,-0.029494865285405757,-0.000869947077713036,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.24328438391930024,-0.3901889535110575,-0.168116623591361,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.039141414141414144,-0.8333333333333334,-0.040625,0.0,0.9999688672343208,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.5499306350555172,-0.5,-0.5,0.03282828282828283,0.04090909090909091,0.06265060240963856,1.8387096774193548,0.4714389535157813,0.0,0.04421518054532056,2.1923076923076925,0.1692922643039375,0.045862902649870085,1.4275462756306367,1.3246967616540093,-0.25131810156146145,-0.5114016514283556,-1.0107122213565882,1.8115942028985508,-0.6829981322037867,-0.1996641322394203,-0.016639575684272087,-0.9980259812767315,-0.0009593610655303568,-0.51575640364579,-0.17065199563057198,-0.5379031726740024,-0.9990907490446651,4.06514657980456,0.0,0.0,0.0,0.0,-1.1111111111111112,-1.0,0.9946388860080521,1.5768707273851335,2.1923076923076925,0.04421518054532056,0.18567335244883051,0.04450208908351889,0.004605602176127838,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2234957019737112,0.4714389535157813,0.1692922643039375,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.03282828282828283,-0.5,0.04090909090909091,0.0,-1.5566382839619557e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
